Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,indegree,outdegree,Degree
lenin_espinosag,,,19,0.114955,0.155364,0,112,0,2,2
Raulito93M,,,1,1,1,0,4,0,1,1
FAndachi,,,1,1,1,0,4,0,1,1
auramarcatia,,,1,1,1,0,4,0,1,1
Esteban_Fierro,,,1,1,1,0,4,0,1,1
el_reneg,,,1,1,1,0,4,0,1,1
Kennet78354216,,,1,1,1,0,27,0,1,1
Pablo_Redroban,,,16,0.121224,0.142593,0,4,0,1,1
ramiromontalva4,,,17,0.118963,0.158624,0,4,0,10,10
mipolina,,,20,0.10769,0.144985,0,26,0,5,5
Geovacvc,,,18,0.101862,0.121575,0,181,0,1,1
UnionProgresEc,,,16,0.124294,0.149411,0,4,0,3,3
bernardogye,,,14,0.165287,0.221717,0,4,0,9,9
XavierJurado82,,,16,0.119052,0.143537,1275,4,3,3,6
NORMITA080373,,,17,0.106582,0.126122,0,4,0,4,4
omarpaillacho,,,1,1,1,0,9,0,1,1
Cesar8111983,,,2,0.714286,0.8,0,181,0,3,3
pochitotrujillo,,,18,0.117152,0.150475,0,27,0,7,7
gabrielavr___,,,1,1,1,0,2,0,1,1
EdoCan09,,,1,1,1,0,4,0,1,1
sofydlt,,,1,1,1,0,27,0,1,1
albertoalguva,,,13,0.173275,0.231947,0,4,0,13,13
jennilemas,,,20,0.108814,0.147182,0,181,0,1,1
TuiterosRCmilag,,,2,0.75,0.833333,0,4,0,2,2
gabiguerreroi,,,1,1,1,1,4,1,1,2
AnaMaOlallaA1,,,2,0.6,0.666667,0,27,0,1,1
Contratuza,,,17,0.133445,0.170817,0,9,0,2,2
D_leon580,,,2,0.6,0.666667,0,4,0,1,1
iNicolasE,,,21,0.104951,0.13662,0,181,0,1,1
Ecuador11111111,,,1,1,1,0,4,0,1,1
JCRomoleroux,,,16,0.125836,0.153052,0,26,0,2,2
teletoxia,,,16,0.126307,0.15886,0,9,0,6,6
eralcb,,,3,0.555556,0.666667,0,3,0,2,2
andydega,,,21,0.094017,0.11899,0,3,0,4,4
heleana,,,20,0.103454,0.131737,0,26,0,1,1
RaisaCorral,,,1,1,1,0,4,0,1,1
betolisto,,,1,1,1,0,4,0,1,1
rodmual,,,20,0.108053,0.142396,0,181,0,1,1
diadinca,,,1,1,1,0,4,0,1,1
MikeGYE,,,22,0.095501,0.121318,185.15,181,1,4,5
rroggiero,,,0,0,0,0,181,1,0,1
AlejoMilan85,,,2,0.666667,0.75,0,181,0,1,1
jmperugachi1,,,14,0.15847,0.205547,0,4,0,8,8
geovann7,,,1,1,1,0,181,0,1,1
TV_NovelasEC,,,2,0.6,0.666667,0,29,0,1,1
RosyCuenca1,,,21,0.077938,0.089525,0,112,0,1,1
franklinsargent,,,1,1,1,0,4,0,1,1
JgomezYanbal,,,2,0.6,0.666667,0,29,0,1,1
mezzala04,,,5,0.4,0.530556,3,181,1,3,4
jczq1029,,,23,0.079422,0.094184,0,2,0,2,2
CandiottiCE,,,5,0.371429,0.464103,12.833333,181,1,2,3
Mout46,,,21,0.104951,0.13662,973.861905,27,2,1,3
katta4you,,,1,1,1,0,4,0,1,1
Carlos02cg,,,2,0.666667,0.75,0,181,0,1,1
pacKoUrbina,,,3,0.5625,0.648148,0,9,0,3,3
fransuarezq,,,13,0.183592,0.275711,0,4,0,38,38
sanchezbcarlos9,,,20,0.108145,0.143698,0,112,0,2,2
jenniehidalgo,,,20,0.107113,0.139559,0,181,0,3,3
WilmaToscano,,,19,0.11952,0.166897,0,7,0,1,1
reunesangre,,,1,1,1,0,214,0,2,2
JuanDavidAcurio,,,0,0,0,0,214,1,0,1
absalongye,,,2,0.6,0.666667,0,181,0,1,1
CarliVenus,,,19,0.102342,0.120536,0,7,0,1,1
gracet77,,,1,1,1,0,181,0,1,1
ErwinGuerrero,,,1,1,1,0,4,0,3,3
isaac_cotta,,,20,0.084739,0.10231,638,176,1,2,3
rollfreeEC,,,17,0.113321,0.143228,0,4,0,3,3
ALMALUISAGOMEZ1,,,1,1,1,0,2,0,1,1
PatoSanz8,,,20,0.108053,0.142396,0,181,0,1,1
TamayoPao,,,15,0.144725,0.191388,0,4,0,11,11
Rc_BolivarCS,,,16,0.124366,0.157777,0,4,1,3,4
TuiterosRc,,,0,0,0,0,4,1,0,1
AlexisSanchezEC,,,17,0.130818,0.167907,257.133333,4,1,4,5
Gabriel11983228,,,18,0.11611,0.139728,0,9,0,1,1
aurelio_dm,,,3,0.48,0.513889,0,4,0,1,1
tonhersan,,,1,1,1,0,27,0,1,1
2Chelole69,,,20,0.108204,0.143734,0,181,0,2,2
RosadoYonni,,,1,1,1,0,4,0,1,1
MaraDaniela88,,,15,0.145512,0.186351,0,4,0,6,6
bcnstg781,,,15,0.141088,0.170417,0,4,0,2,2
edu_libre,,,1,1,1,0,4,0,1,1
AlexSilvialexs,,,1,1,1,0,181,0,2,2
JospoetaDx,,,1,1,1,0,4,0,1,1
luis1993alberto,,,17,0.11819,0.141777,0,26,0,2,2
emiliodg03,,,3,0.5,0.611111,0,181,0,2,2
BoloFalquez,,,14,0.154106,0.185336,0,4,0,1,1
majoromeroj,,,21,0.099754,0.126632,0,2,0,1,1
CanitoDx,,,20,0.108053,0.142396,0,181,0,1,1
juliopincay2020,,,14,0.154106,0.185336,0,4,0,1,1
PS1eroEcuador,,,3,0.5,0.555556,0,4,0,2,2
federjr,,,1,1,1,0,4,0,1,1
mingasporelmar,,,18,0.12303,0.164359,0,3,0,3,3
Jackie_FloresY,,,13,0.167762,0.21139,0,4,0,6,6
untuna78,,,14,0.155664,0.195557,0,9,0,7,7
noraheras63,,,13,0.186406,0.256296,0,4,0,18,18
WladySotomayor,,,2,0.666667,0.75,0,181,0,1,1
Mercy2ACastro,,,22,0.086415,0.107003,0,3,0,3,3
crodriguezm17,,,20,0.108195,0.144888,0,27,0,2,2
freddyzaquinaul,,,22,0.085972,0.102624,0,7,0,1,1
Jeffsan96,,,17,0.114397,0.137964,0,7,0,3,3
AnrhonyPumayug1,,,0,0,0,0,7,1,0,1
jhondag7020,,,1,1,1,0,4,0,2,2
RCiudadanaGye,,,17,0.131927,0.168153,0,4,0,4,4
bjalond,,,3,0.48,0.513889,0,4,0,1,1
fandradep65,,,17,0.106939,0.130328,0,4,0,5,5
luckzklos,,,1,1,1,0,4,0,1,1
Eduardo47738524,,,1,1,1,0,4,0,1,1
momotarog,,,1,1,1,0,181,0,1,1
jeduardo1968,,,13,0.167586,0.2093,0,4,0,4,4
Pepemol28677374,,,14,0.154385,0.187654,0,4,0,3,3
rglhyoy,,,18,0.096799,0.115788,0,4,0,4,4
jajajaedu,,,21,0.10539,0.139455,0,26,0,3,3
samanes1970,,,1,1,1,0,181,0,1,1
hooversinho,,,0,0,0,0,181,2,0,2
yessica_rojasc,,,17,0.131141,0.174966,0,27,0,5,5
JoseJavii,,,20,0.108232,0.144497,0,7,0,2,2
RAEinforma,,,0,0,0,0,7,1,0,1
henryparedesard,,,1,1,1,0,181,0,1,1
terecardenas4,,,1,1,1,0,9,0,1,1
kami_kaceres,,,17,0.135611,0.179667,0,7,0,5,5
soyeljuanfran,,,0,0,0,0,7,1,0,1
flalexayale,,,1,1,1,0,9,0,1,1
FranciscoGab7,,,20,0.103119,0.128942,0,26,0,1,1
JuanAnt21945789,,,1,1,1,0,4,0,1,1
kleberbasurto,,,1,1,1,0,4,0,1,1
Lindsay_pjf4,,,1,1,1,0,27,0,1,1
Mela_IPurpleU,,,3,0.571429,0.708333,0,27,0,4,4
fco_charcopa,,,1,1,1,0,4,0,1,1
Francisc_ocho,,,20,0.103119,0.128942,0,26,0,1,1
emborajadito,,,1,1,1,0,7,0,1,1
mikelaoc9,,,17,0.119185,0.151018,0,27,0,7,7
dani3lche,,,3,0.571429,0.708333,0,112,0,4,4
andyvillacis92,,,14,0.154367,0.18821,0,4,0,3,3
PBracho31,,,3,0.571429,0.708333,0,112,0,2,2
semistery94,,,1,1,1,0,215,0,1,1
Marcela_exo,,,0,0,0,0,215,1,0,1
claulegs1,,,1,1,1,0,4,0,1,1
Crischoconuez,,,20,0.107679,0.145039,0,7,0,3,3
mariacarrillor8,,,1,1,1,0,4,0,2,2
Kati_Lop,,,18,0.105787,0.12396,0,2,0,3,3
saral_zaid,,,1,1,1,0,4,0,1,1
subcero7ec,,,2,0.857143,0.916667,0,27,0,5,5
fabianpozo,,,0,0,0,0,27,5,0,5
bbymakeupartist,,,14,0.149135,0.185161,0,4,0,2,2
alejandroceso,,,17,0.130657,0.16634,0,26,0,3,3
AngelCarrascoJ,,,1,1,1,0,112,0,1,1
joscanvarg,,,2,0.666667,0.75,0,181,0,1,1
namsscrab,,,2,0.666667,0.75,0,181,0,1,1
gonzocianca,,,13,0.17513,0.235046,0,4,0,13,13
iMarCoss1,,,3,0.5,0.583333,0,181,0,1,1
manuelhidrovo,,,1,1,1,0,7,0,1,1
3_xhamb3r,,,21,0.097124,0.127412,0,3,0,7,7
francilda91,,,0,0,0,0,27,3,0,3
clpdominguez,,,2,0.666667,0.75,0,4,0,1,1
zaherijo,,,1,1,1,0,4,0,1,1
CPastelero,,,17,0.123151,0.154569,0,112,0,6,6
edisonburbanoOK,,,1,1,1,0,2,0,2,2
emilyrojasd,,,3,0.5,0.583333,0,181,0,1,1
JosePJavierJ2,,,20,0.108814,0.147182,0,181,0,1,1
ruth_ruthrosero,,,1,1,1,0,4,0,1,1
sfrichy,,,17,0.130943,0.172319,0,9,0,4,4
Mirm2510,,,22,0.085903,0.102101,0,3,0,1,1
alexisenmanuel1,,,17,0.107227,0.128586,0,4,0,4,4
MarioVCosta,,,3,0.5,0.566667,0,26,0,1,1
mariu107,,,1,1,1,0,4,0,1,1
Mendietamend,,,3,0.5,0.555556,0,4,0,2,2
ulbjuan,,,2,0.6,0.666667,0,112,0,1,1
ElPensadorEcu,,,22,0.085972,0.102624,0,7,0,1,1
leo_jubi,,,23,0.079523,0.094791,0,27,0,2,2
PJovenEc,,,23,0.079511,0.097187,0,112,0,4,4
DaysiBarros6,,,3,0.5,0.555556,0,4,0,2,2
DianaVelozY,,,1,1,1,0,27,0,1,1
GPT76,,,21,0.096605,0.119788,0,181,0,1,1
HolgerMoreira5,,,20,0.107716,0.145406,0,112,0,5,5
abrahamsaeteros,,,19,0.11952,0.166897,0,7,0,1,1
MurilloMoiss,,,1,1,1,0,4,0,1,1
ByronMu05401229,,,1,1,1,0,4,0,1,1
alegriasc50,,,16,0.119219,0.149316,0,27,0,7,7
NoeRicardoYana3,,,1,1,1,0,4,0,1,1
epavelmo,,,1,1,1,0,27,0,1,1
pelui2013,,,16,0.14767,0.208944,0,4,0,19,19
Fanarula,,,16,0.124878,0.155759,0,4,0,6,6
Marchel97944300,,,17,0.117908,0.140538,0,112,0,2,2
ArandaXavier16,,,1,1,1,0,181,0,1,1
melisa_mejia84,,,20,0.08447,0.098878,0,176,0,1,1
fhiliportega,,,1,1,1,0,2,0,1,1
Proferenan,,,1,1,1,0,4,0,1,1
AdrisVCR,,,2,0.75,0.833333,0,27,0,2,2
lrsaa,,,14,0.166928,0.222506,0,4,0,9,9
roycete,,,1,1,1,0,4,2,1,3
Mangel_VR,,,1,1,1,0,216,0,1,1
Caro_Rovayo,,,0,0,0,0,216,1,0,1
jorgemuno,,,17,0.134088,0.184888,0,9,0,9,9
ArchivoCONA,,,18,0.105513,0.12176,0,112,0,2,2
victorina100pre,,,0,0,0,0,7,1,0,1
fercho4ortiz,,,13,0.166623,0.208807,0,4,0,5,5
QuishpeDonoso,,,1,1,1,0,4,0,1,1
ZaidaLorenaRP,,,1,1,1,0,4,0,2,2
mariorodriguezm,,,15,0.129615,0.151502,0,4,0,1,1
fernandopazc,,,3,0.555556,0.666667,0,181,0,2,2
abjaimepozo,,,1,1,1,0,4,0,1,1
christianfab07,,,1,1,1,0,4,0,1,1
c_gallardo_l,,,2,0.8,0.875,0,27,0,3,3
KarlaLRamon,,,19,0.120271,0.175869,639,7,1,7,8
Polin03639765,,,1,1,1,0,9,0,1,1
EkitaLinda,,,14,0.16103,0.204119,84.966667,4,1,4,5
Patrici65735968,,,1,1,1,0,4,0,4,4
v4li3nte,,,1,1,1,0,7,0,2,2
bayasbs,,,1,1,1,0,4,0,1,1
RomperSilencio,,,15,0.157804,0.213479,0,4,0,13,13
unmas666,,,1,1,1,0,27,0,2,2
pgbv1170,,,1,1,1,0,4,0,1,1
ImaraSexing,,,22,0.08701,0.113314,0,181,0,7,7
oskar33zc,,,13,0.164818,0.201975,0,4,0,4,4
jorgethefeather,,,1,1,1,0,4,0,1,1
AldasJuan,,,6,0.416667,0.541333,0,4,0,6,6
Chrisjav_9,,,17,0.117474,0.138975,0,112,0,2,2
AlexaVillenaG_,,,20,0.106957,0.137892,0,7,0,1,1
ma_guaman,,,1,1,1,0,4,0,1,1
Marxs1982,,,18,0.112439,0.137076,0,3,0,4,4
Pandeyuca100,,,0,0,0,0,3,1,0,1
Lolel,,,1,1,1,0,7,1,2,3
BasantesEsteban,,,1,1,1,0,112,0,3,3
freddyecu,,,3,0.52,0.589744,0,4,0,3,3
VICTORHORTEGAS,,,1,1,1,0,27,0,1,1
patosamaniego,,,1,1,1,0,56,0,2,2
rokeritoalejo,,,23,0.087354,0.10539,0,181,0,1,1
mt_serrano,,,14,0.155686,0.194308,0,4,0,6,6
nsicanor,,,15,0.142252,0.176829,0,4,0,5,5
Huirachuro,,,17,0.135716,0.178988,0,4,0,6,6
IvnPanchi2,,,1,1,1,0,4,0,2,2
DarwinRoblesG,,,17,0.107119,0.126287,0,4,0,2,2
danielnarvaezj,,,23,0.079304,0.092737,0,27,0,1,1
Edu_Bonilla,,,3,0.5,0.566667,0,26,0,1,1
mauricioavilac,,,1,1,1,0,27,0,1,1
Krito_Martinez,,,21,0.096692,0.121121,0,181,0,2,2
MerlinaThoth,,,1,1,1,0,27,0,1,1
forosaludec,,,21,0.096681,0.118715,0,7,0,1,1
gova_naci,,,3,0.521739,0.597222,0,4,0,3,3
RankingEcuador,,,2,0.6,0.666667,0,29,0,1,1
EDDY_B86,,,1,1,1,0,112,0,1,1
AlvaroGarces102,,,1,1,1,0,4,0,1,1
Xavier6car,,,20,0.116699,0.161555,0,181,0,2,2
JuanDiegoIzqM,,,1,1,1,0,3,0,1,1
MarioSuka108,,,1,1,1,0,4,0,1,1
xXfrankapola,,,20,0.104061,0.131351,0,7,0,1,1
MaGabriela0101,,,1,1,1,0,4,0,1,1
OmairaMendez19,,,1,1,1,0,4,0,1,1
iiblackrose,,,1,1,1,0,217,0,1,1
ninaloyola15,,,0,0,0,0,217,1,0,1
damesionh,,,17,0.117908,0.140538,0,112,0,2,2
AndreEcu90,,,1,1,1,0,4,0,1,1
MaGaSaCe,,,1,1,1,0,27,0,2,2
santycuvi,,,14,0.148545,0.181885,0,4,0,1,1
Falcom61,,,20,0.108053,0.142396,0,181,0,1,1
Miguelo_AC,,,1,1,1,0,181,0,2,2
gleigh81,,,17,0.117539,0.139128,0,26,0,1,1
barcepor,,,15,0.151328,0.190989,0,4,0,4,4
palulaom1999,,,22,0.086381,0.106112,0,7,0,3,3
jt_palma,,,17,0.117918,0.143441,0,181,0,4,4
jualomal2,,,17,0.142347,0.205989,0,4,0,16,16
Fcojjb,,,22,0.086049,0.103507,0,3,0,2,2
joselandin86,,,2,0.666667,0.75,0,7,0,1,1
UNESLOJA,,,17,0.11304,0.141545,0,4,0,3,3
Jorgcaceres,,,17,0.108338,0.124389,0,4,0,2,2
perico18,,,1,1,1,0,181,0,1,1
risasbuenas1,,,13,0.172713,0.234949,0,4,0,16,16
BELANANAANA,,,14,0.158785,0.203658,0,4,0,6,6
ah_caray15,,,14,0.163567,0.220236,0,4,0,12,12
EvaRoco,,,1,1,1,0,4,0,2,2
SurgenteElOro,,,1,1,1,0,4,0,1,1
frankjbermeo,,,3,0.666667,0.805556,0,181,0,4,4
Chontacuro2,,,17,0.106582,0.125286,0,4,0,3,3
lozadajohan,,,14,0.148579,0.182669,0,4,0,2,2
Laplenaa1,,,13,0.169215,0.21823,0,4,0,8,8
EdisonN01,,,14,0.154477,0.187101,0,9,0,2,2
Nelson16680139,,,1,1,1,0,4,0,1,1
spawnotz,,,1,1,1,0,181,0,1,1
armand103,,,1,1,1,0,4,0,1,1
fernuto2001,,,1,1,1,0,4,0,1,1
Delpucas,,,15,0.141338,0.173944,0,4,0,5,5
mapaula25,,,1,1,1,0,4,0,1,1
Lindayesita,,,1,1,1,0,27,0,1,1
otravezabril,,,2,0.75,0.833333,0,26,0,2,2
e_suarezr,,,1,1,1,0,112,0,1,1
DenisseJoyce,,,20,0.108053,0.142396,0,181,0,1,1
Gaby09217036,,,3,0.48,0.513889,0,4,0,1,1
jcarreraandrade,,,18,0.096614,0.109433,0,9,0,1,1
promerog,,,19,0.107179,0.134699,0,3,0,3,3
katsssm,,,20,0.108053,0.142396,0,181,0,1,1
juankvv,,,17,0.119932,0.167665,0,4,0,17,17
esperan76589449,,,16,0.147005,0.191313,0,4,0,5,5
isamor007,,,16,0.14078,0.184627,0,4,0,5,5
crisj96,,,17,0.141904,0.197491,0,181,0,15,15
c67_nelson,,,2,0.75,0.833333,0,29,0,2,2
freddylee353,,,14,0.165071,0.220575,0,4,0,8,8
andresnn1,,,19,0.11952,0.166897,0,7,0,1,1
MateoTasiguano,,,1,1,1,0,4,0,1,1
isauro_salgado,,,18,0.116152,0.141291,0,9,0,3,3
98Juanpi,,,21,0.104951,0.13662,0,181,0,1,1
Nicolas_Jesus,,,1,1,1,0,9,0,1,1
Barceluis55,,,2,0.6,0.666667,0,29,0,1,1
ElianaOrtizl,,,20,0.108442,0.146059,0,181,0,3,3
JuanTal694153,,,15,0.141683,0.175052,0,4,0,5,5
rosamariatorres,,,17,0.134559,0.187493,74.316667,9,1,12,13
cesarulloa_77,,,16,0.119172,0.143834,2084.733333,9,4,3,7
MantuanoVera,,,2,0.625,0.7,0,4,0,2,2
luksTH,,,2,0.75,0.833333,0,26,0,2,2
Victore_m10,,,1,1,1,0,121,0,1,1
jarenxito,,,1,1,1,0,26,0,1,1
Livicumanda,,,16,0.123765,0.144581,0,9,0,1,1
DanielB3217,,,16,0.138696,0.179883,0,4,0,8,8
Sandralandia18,,,2,0.75,0.833333,0,181,0,2,2
AlfredoCavero1,,,17,0.106511,0.124032,0,4,0,2,2
_geminim,,,20,0.107029,0.139448,0,7,0,2,2
mauroandinor,,,2,0.75,0.833333,0,4,0,2,2
Daviddartanan,,,17,0.113935,0.149001,0,181,0,8,8
ElkinVC,,,1,1,1,1,181,1,1,2
DarwinToapanta,,,3,0.5,0.555556,0,4,0,2,2
ivanedu,,,2,0.666667,0.75,0,121,0,2,2
DanielBurgos_C,,,17,0.117344,0.137631,0,112,0,1,1
Secil1802,,,1,1,1,0,181,0,1,1
romeromarco201,,,17,0.130258,0.166336,0,181,0,4,4
nestoraumoncada,,,3,0.5,0.555556,0,4,0,2,2
MRLB1374,,,1,1,1,0,4,0,1,1
keylalvarado11,,,2,0.666667,0.75,16,181,2,1,3
SomosYachayTech,,,2,0.75,0.833333,0,26,0,2,2
franlocer,,,19,0.106383,0.132997,0,27,0,2,2
jorpev,,,1,1,1,0,4,0,1,1
Irene_Jeanneth,,,22,0.088846,0.108326,0,9,0,1,1
SoloSabina,,,16,0.118985,0.141709,0,4,0,1,1
domenoscalf,,,20,0.105463,0.133903,0,7,0,2,2
ivandradej79,,,1,1,1,0,181,0,1,1
KaECampos,,,20,0.105315,0.132545,0,7,0,1,1
BobNews9,,,17,0.109482,0.13502,0,9,0,9,9
ecu_diaz,,,1,1,1,0,27,0,1,1
melenafarez,,,13,0.168107,0.21244,0,4,0,6,6
el_comodo,,,6,0.310811,0.395652,0,4,0,3,3
NastiencaO,,,22,0.086216,0.107718,0,27,0,5,5
PsFernandTorres,,,21,0.10249,0.13211,0,181,0,2,2
Gabetito,,,1,1,1,0,4,0,1,1
jmacias1804,,,1,1,1,0,4,0,1,1
bvdz97,,,17,0.118322,0.143815,0,29,0,2,2
RVidalAguilar,,,1,1,1,0,4,0,1,1
mauri13077,,,17,0.118543,0.155426,0,4,0,9,9
albersino,,,16,0.129562,0.160662,0,4,0,4,4
Deivid77706493,,,22,0.085972,0.102624,0,7,0,1,1
Fernand30258729,,,2,0.857143,0.916667,0,26,0,5,5
AzuPaulette,,,16,0.148926,0.197177,0,4,0,5,5
JefrySanchez14,,,17,0.117344,0.137631,0,112,0,1,1
angelmax9,,,2,0.666667,0.75,0,181,0,1,1
igualavosf,,,1,1,1,0,181,0,1,1
CoAbby7,,,1,1,1,0,218,0,1,1
PacoToala,,,0,0,0,0,218,1,0,1
Ponkip,,,15,0.129862,0.153421,0,29,0,3,3
Ale_Plmk,,,0,0,0,0,29,1,0,1
MarioMa65165225,,,1,1,1,0,4,0,1,1
hectorvanegasdr,,,17,0.130631,0.169715,0,9,0,2,2
MafeerGonzalezD,,,3,0.5,0.583333,0,181,0,1,1
Sarahi_jar,,,1,1,1,0,7,0,1,1
gr_jazz,,,20,0.108814,0.147182,0,181,0,1,1
Baby_Alv,,,1,1,1,0,29,0,1,1
RoqueDuqueA,,,1,1,1,0,181,0,1,1
CarlosRLenV1,,,2,0.666667,0.75,0,3,0,1,1
carranza_ligia,,,20,0.108053,0.142396,0,181,0,1,1
ecuafrankmoya,,,0,0,0,0,4,4,0,4
LuisEdBL,,,3,0.5,0.611111,0,112,0,1,1
DIEGO_BUENANO,,,1,1,1,0,4,0,1,1
miriancitaayala,,,23,0.079255,0.092167,0,7,0,1,1
dani_solorzano,,,1,1,1,0,29,0,1,1
ANDREWFJ1,,,20,0.117219,0.166775,0,181,0,6,6
ga_rivadeneira,,,0,0,0,0,181,1,0,1
patodominguezp,,,22,0.088883,0.109502,0,9,0,2,2
losilvat14,,,3,0.5,0.611111,0,7,0,1,1
carmenpros,,,1,1,1,0,27,0,1,1
franchoOta,,,20,0.108747,0.147645,0,7,0,4,4
warwlad,,,15,0.129686,0.152099,0,29,0,2,2
IrisVela7,,,2,0.666667,0.75,0,29,0,2,2
mts____________,,,1,1,1,0,181,0,1,1
Serenita1990,,,1,1,1,0,27,0,1,1
hugoramiro20121,,,2,0.666667,0.75,0,4,0,1,1
Moranamalia1,,,17,0.106529,0.124816,0,4,0,3,3
ManuelCahuasqu1,,,16,0.144358,0.195737,0,9,0,11,11
CandyHe48592244,,,2,0.75,0.833333,0,26,0,2,2
werdnatekram,,,14,0.166797,0.23048,0,4,0,12,12
cecivaldivi,,,21,0.096681,0.118715,0,7,0,1,1
xaviervidalb,,,3,0.521739,0.597222,0,4,0,3,3
JORGEFLORES_ORV,,,17,0.106671,0.124554,0,4,0,2,2
tgalexa,,,16,0.124415,0.158822,0,4,0,4,4
heinrichlassom,,,20,0.106814,0.136862,0,7,0,1,1
Galeyr0,,,20,0.108053,0.142396,0,181,0,1,1
FannyLilyana,,,1,1,1,0,7,1,1,2
VirgiParedesB,,,0,0,0,0,29,2,0,2
Sahloo_Folina,,,1,1,1,0,207,0,2,2
stefymel,,,25,0.070865,0.086028,0,56,0,1,1
miguelqgustavo,,,1,1,1,0,4,0,1,1
xroserob,,,2,0.666667,0.75,0,2,0,2,2
marcactolver,,,1,1,1,0,4,0,1,1
guapodenebraska,,,22,0.089331,0.113021,0,9,0,3,3
AbgBorys,,,13,0.17893,0.250733,0,4,0,18,18
alvrit,,,17,0.151682,0.218601,0,27,0,14,14
garciafarina511,,,17,0.113141,0.142851,0,4,0,4,4
AlcivarDiofre,,,1,1,1,0,4,0,1,1
Salazar34Renato,,,18,0.101286,0.126614,638,176,1,1,2
carlosado,,,1,1,1,0,181,0,1,1
cnelsonjunior,,,15,0.158958,0.229308,0,4,0,22,22
pablogranda,,,0,0,0,0,4,1,0,1
arauz2021,,,0,0,0,0,4,1,0,1
RabascallVice,,,0,0,0,0,4,1,0,1
RabascallGuayas,,,0,0,0,0,4,1,0,1
SurgenteNavarra,,,0,0,0,0,4,1,0,1
surgentemanabi,,,0,0,0,0,4,1,0,1
SurgenteT,,,4,0.421053,0.53125,0,4,1,2,3
Surgente_StoDgo,,,3,0.615385,0.729167,0.7,4,1,4,5
SurgenteB,,,0,0,0,0,4,1,0,1
Raquel78551367,,,0,0,0,0,4,1,0,1
TitoMorrison2,,,20,0.116052,0.157834,0,181,0,3,3
JuanCarchi19,,,1,1,1,0,4,0,1,1
CatalinoGalvan,,,18,0.101286,0.126614,0,176,0,1,1
PauliFarrow,,,1,1,1,0,181,0,1,1
_nohaysistema,,,1,1,1,0,181,0,1,1
kattycita1978,,,22,0.085972,0.102624,0,7,0,1,1
OFICINAVERDE5,,,20,0.110333,0.160979,0,181,0,12,12
israel_loja,,,1,1,1,0,4,0,1,1
cleoguerrero,,,1,1,1,0,176,0,1,1
danigalindo10,,,14,0.154106,0.185336,0,4,0,1,1
MarcioVargasA,,,1,1,1,0,4,0,1,1
Monioc3,,,17,0.148342,0.233009,0,27,0,30,30
jkfiallos,,,14,0.154722,0.189439,0,4,0,4,4
anaistamara,,,5,0.392857,0.533333,7.5,4,1,3,4
supaysamael,,,1,1,1,0,7,0,1,1
jegmeza1972,,,1,1,1,0,4,0,2,2
karkariasG,,,3,0.5,0.583333,0,181,0,1,1
dollydagger_,,,0,0,0,0,181,1,0,1
BARCEKIKE1,,,1,1,1,0,181,0,1,1
VictorAzul1979,,,16,0.118985,0.141709,0,4,0,1,1
ronaldxd20,,,1,1,1,0,371,0,1,1
ottosonnenh,,,0,0,0,0,371,2,0,2
JosueVenegas17,,,3,0.5,0.611111,0,181,0,1,1
KarlaIvanovia,,,14,0.148743,0.183166,347.333333,3,1,2,3
aliciabm_25,,,0,0,0,0,3,1,0,1
LizBermeo35,,,18,0.117313,0.145802,0,9,0,3,3
WRadioec,,,0,0,0,0,9,1,0,1
jimmy97908167,,,1,1,1,0,4,0,1,1
paulettejarrin,,,3,0.666667,0.791667,0,4,0,5,5
isabelvicente05,,,1,1,1,0,4,0,1,1
Josepijal,,,18,0.106369,0.127105,0,4,0,3,3
JaimePa86304912,,,23,0.079304,0.092737,0,27,0,1,1
mirianceli,,,1,1,1,0,112,0,1,1
aculcaymatute,,,2,0.75,0.833333,0,26,0,2,2
RosaMayta4,,,1,1,1,0,9,0,1,1
LosMontoneros35,,,1,1,1,0,4,0,1,1
Frankmen593,,,13,0.168738,0.214045,0,4,0,6,6
Zayn_Izhan,,,18,0.106177,0.128917,0,2,0,6,6
MrHartaDemencia,,,0,0,0,0,2,1,0,1
joe18424271,,,0,0,0,0,2,1,0,1
sShaiul,,,17,0.117539,0.139128,0,26,0,1,1
argr081958,,,15,0.155248,0.205155,0,4,0,7,7
roxy_pazmino,,,22,0.088883,0.109502,0,9,0,2,2
Lider_Armando,,,16,0.120925,0.153341,0,4,0,5,5
jorgeleo98,,,1,1,1,0,4,0,1,1
1993luiscb,,,3,0.5,0.555556,0,4,0,2,2
alejofalconi,,,21,0.100792,0.141974,0,2,0,6,6
pywy27pywy,,,14,0.161193,0.205111,0,4,0,5,5
Blanco15710421,,,1,1,1,0,4,0,1,1
marcomarkeis,,,5,0.30137,0.390909,0,4,0,3,3
AnthonyBarPaz,,,1,1,1,0,4,0,2,2
jomito22,,,18,0.098678,0.118361,0,9,0,7,7
DiegoChambaP,,,1,1,1,0,4,0,1,1
fabiankenti,,,1,1,1,0,27,0,1,1
WadeWilson593,,,21,0.106311,0.148601,0,181,0,8,8
Rodrigo83952437,,,16,0.124366,0.150064,0,26,0,3,3
alexandro22ag,,,20,0.106957,0.137892,0,7,0,1,1
_La_Yaya,,,20,0.105315,0.132545,0,7,0,1,1
Vicris,,,20,0.108751,0.150796,0,181,0,7,7
