Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,indegree,outdegree,Degree
Edison032877,,,2,0.666667,0.75,0,4,0,1,1
cllumiquinga,,,16,0.12427,0.148628,0,4,0,2,2
malexandrarg,,,2,0.75,0.833333,0,29,0,2,2
LeynerLince,,,2,0.888889,0.9375,0,4,0,7,7
f1b833740a1a4ea,,,3,0.714286,0.833333,0,4,0,7,7
keritarugel,,,18,0.096316,0.109623,0,4,0,2,2
LCDOWILLIAMS,,,1,1,1,0,4,0,1,1
MiguelA47734953,,,15,0.156694,0.210217,0,4,0,14,14
rpilligua,,,1,1,1,0,4,0,2,2
JulioSCORPIO,,,14,0.1638,0.211145,0,4,0,2,2
luisin_90,,,1,1,1,0,27,0,1,1
jdejovelez1,,,3,0.5,0.527778,0,7,0,1,1
rafaelzamrod,,,23,0.079304,0.092737,0,27,0,1,1
DanielG49890206,,,20,0.103521,0.135551,0,9,0,4,4
JavierAlbn3,,,1,1,1,0,27,0,2,2
dannygabriel205,,,19,0.107589,0.134217,0,4,0,3,3
pamora04,,,2,0.666667,0.75,0,27,0,4,4
Rikjm09,,,19,0.1197,0.168529,0,7,0,2,2
givanrodrigo,,,18,0.105857,0.124209,0,4,0,3,3
leotalvo,,,18,0.097883,0.109624,0,4,0,1,1
Edisonlicintuna,,,18,0.105524,0.121196,0,4,0,1,1
reyesjohnp,,,1,1,1,0,4,0,1,1
lenin_yanez7,,,1,1,1,0,26,0,2,2
christianbsl,,,1,1,1,0,27,0,1,1
DnnyAlxndr,,,1,1,1,0,4,0,1,1
javierD_Loja,,,22,0.085926,0.102101,0,3,0,1,1
irwinfranco,,,1,1,1,0,276,0,1,1
karesalmeida,,,0,0,0,0,276,1,0,1
NegroMashi,,,1,1,1,0,4,0,1,1
marcavellan1,,,16,0.133711,0.173393,0,2,0,8,8
XimenaV71896103,,,14,0.15958,0.204677,0,4,0,6,6
Rosalvadaz,,,2,0.6,0.666667,0,112,0,1,1
EmilyLopizzz,,,1,1,1,0,112,0,1,1
HC33728311,,,1,1,1,0,4,0,1,1
xxDAVICHOxx,,,1,1,1,0,181,0,1,1
pespinosa8,,,1,1,1,0,26,0,2,2
Cristhyn3000,,,1,1,1,0,112,0,1,1
merylib3003,,,14,0.152615,0.193787,0,4,0,2,2
izquierdaChe,,,1,1,1,0,4,0,1,1
DarwinTarapuez1,,,19,0.104177,0.120879,0,9,0,1,1
ArellanoMarce1,,,18,0.11611,0.139728,1413.080952,9,3,1,4
DominguezXavier,,,1,1,1,0,277,0,1,1
luisfer__lozano,,,0,0,0,0,277,2,0,2
jhonsanchezq,,,23,0.079304,0.092737,0,27,0,1,1
Cesarinpos,,,20,0.106939,0.137933,0,7,0,1,1
PerlaAlvarezA,,,3,0.466667,0.571429,0,181,0,2,2
EuroRabascall,,,1,1,1,0,4,0,1,1
FESADECUADOR,,,1,1,1,0,4,0,1,1
rebeldedigital1,,,1,1,1,0,4,0,2,2
Jaimecampover17,,,16,0.119119,0.143052,0,4,0,2,2
rafaelm07goyito,,,2,0.666667,0.75,0,4,0,1,1
HNenguimo,,,14,0.167364,0.222316,0,4,0,8,8
HenryCa87396162,,,17,0.112582,0.135399,0,4,0,5,5
bl4ckkatt,,,1,1,1,0,27,0,3,3
LuisVillamiLoor,,,2,0.8,0.875,0,29,0,3,3
Alberto60948996,,,20,0.103706,0.139156,0,9,0,7,7
TubonBriones,,,1,1,1,0,4,0,1,1
elmarete,,,1,1,1,0,27,0,1,1
DianaGuzmin,,,18,0.102824,0.11779,0,29,0,2,2
andres2k5,,,0,0,0,0,29,1,0,1
RCanelaFMacas,,,1,1,1,0,27,0,2,2
macame8,,,1,1,1,0,27,0,1,1
DerechoUEES,,,2,0.6,0.666667,0,3,0,2,2
carloscecsac,,,21,0.093948,0.116952,0,3,0,2,2
RICORHATS,,,1,1,1,0,4,0,1,1
gatoldu,,,5,0.37037,0.486667,0,181,0,2,2
miltonsalazarlo,,,15,0.146392,0.189208,0,4,0,9,9
Eduardo58338631,,,14,0.164858,0.21906,0,4,0,7,7
Moebius16,,,1,1,1,0,27,0,2,2
vsfrancoa,,,23,0.079591,0.095001,0,27,0,1,1
rauljimenezzav,,,4,0.421053,0.53125,0,4,0,2,2
snipcorn,,,21,0.093934,0.116169,0,3,0,1,1
HSaquisili,,,14,0.166885,0.219095,0,4,0,5,5
gonzapint,,,1,1,1,0,4,0,1,1
EdwinGuevara202,,,1,1,1,0,4,0,1,1
aranitapol,,,17,0.130631,0.165556,0,26,0,2,2
diegojalil83,,,17,0.130631,0.165556,0,4,0,2,2
Gus09602383,,,1,1,1,0,4,0,1,1
sofia_libertad,,,17,0.130657,0.16634,0,4,0,3,3
fernandabdrt,,,1,1,1,0,181,0,1,1
rigomicha,,,23,0.079304,0.092737,0,27,0,1,1
laltaoficial1,,,1,1,1,0,4,0,1,1
lourdeslopezamo,,,23,0.079383,0.09413,0,27,0,2,2
FederacionLGBT,,,0,0,0,0,4,1,0,1
rigailuk,,,1,1,1,0,27,0,1,1
ptoro24,,,1,1,1,0,181,0,1,1
Villano546,,,12,0.20049,0.288908,0,4,0,28,28
BetyStern,,,0,0,0,0,4,1,0,1
TeresaArboleda,,,0,0,0,0,4,1,0,1
sukopopeye,,,0,0,0,0,4,1,0,1
maychona2,,,16,0.138816,0.176204,1.017857,4,1,2,3
aelb08,,,0,0,0,0,4,1,0,1
ggadalcivar,,,1,1,1,0,27,0,1,1
RicardoPavonM,,,1,1,1,0,181,0,1,1
SCF_Ec,,,19,0.119543,0.16768,0,7,0,2,2
gl1183,,,14,0.165803,0.225146,0,4,0,11,11
dieterpfieffer,,,19,0.11952,0.166897,0,7,0,1,1
pe_gonzalo,,,21,0.096605,0.119788,0,181,0,1,1
mcmurillourg,,,1,1,1,0,231,0,1,1
Esteban35645257,,,19,0.115364,0.159642,0,9,0,5,5
LetraLive,,,20,0.103286,0.130901,0,9,1,2,3
Cristin65971164,,,1,1,1,0,4,0,1,1
LindemberM,,,15,0.145,0.178115,0,4,0,2,2
Pecaminoso_Gye,,,15,0.145165,0.180335,0,4,0,4,4
_laurahz,,,2,0.75,0.833333,0,26,0,2,2
JaimeJu31298207,,,1,1,1,0,4,0,3,3
clousjuanfer,,,18,0.10569,0.123353,0,4,0,3,3
EvelinaArellano,,,16,0.125049,0.165664,0,4,0,9,9
MaxFAlejandro,,,16,0.142921,0.186951,357.642857,4,1,8,9
JorgeRo87204964,,,21,0.096605,0.119788,0,181,0,1,1
dayi_cabrera,,,3,0.444444,0.541667,0,181,0,1,1
Paulcorderof,,,1,1,1,0,27,0,2,2
Danielcc811,,,23,0.079636,0.096522,0,181,0,3,3
MonicaJarrn1,,,1,1,1,0,27,0,1,1
gisuuus,,,3,0.444444,0.541667,0,181,0,1,1
willyapupaloN,,,21,0.096605,0.119788,0,181,0,1,1
LibroMundoMagic,,,1,1,1,0,27,0,1,1
Charito63moni,,,1,1,1,0,27,0,1,1
LuisMor34394267,,,1,1,1,0,275,0,1,1
dapaezr2rita,,,1,1,1,0,4,0,1,1
orbe_alex,,,2,0.8,0.875,0,26,0,3,3
CSuntaxi,,,1,1,1,0,4,0,4,4
carmitajulia,,,2,0.75,0.833333,0,4,0,2,2
LuisLaraParedes,,,23,0.079304,0.092737,0,27,0,1,1
cetin_kagenc,,,1,1,1,0,278,0,1,1
alioban_ali,,,0,0,0,0,278,1,0,1
FPolitCarol,,,1,1,1,0,4,0,2,2
PatricioDavidG2,,,1,1,1,0,112,0,1,1
clip2003,,,16,0.138907,0.177379,0,4,0,3,3
KatherinIntria5,,,3,0.5,0.566667,0,7,0,1,1
AndresC79347537,,,20,0.103555,0.137118,0,9,0,6,6
GaloGutierrez12,,,18,0.105647,0.123323,0,112,0,3,3
Yuyu7Lopez,,,23,0.079304,0.092737,0,27,0,1,1
LuisDMacas,,,23,0.079304,0.092737,0,27,0,1,1
JoseloPillasag1,,,14,0.164348,0.215063,0,4,0,4,4
darthscythex,,,2,0.666667,0.75,0,112,0,2,2
Yanemoreira,,,1,1,1,0,4,0,2,2
santiago_nando7,,,1,1,1,0,181,0,1,1
ricardomedinao,,,1,1,1,0,2,0,4,4
googlenews,,,0,0,0,0,2,1,0,1
SputnikMundo,,,0,0,0,0,2,1,0,1
Gustavo82757694,,,21,0.096605,0.119788,0,181,0,1,1
karly_818,,,3,0.444444,0.541667,0,181,0,1,1
ErikaErazoM,,,1,1,1,0,27,0,1,1
SoniaSelva,,,1,1,1,0,4,0,2,2
MariaVa49043540,,,1,1,1,0,27,0,1,1
AndreaN70014855,,,3,0.5,0.566667,0,7,0,1,1
Socc77131896,,,1,1,1,0,27,0,3,3
PepeLuchoPalma,,,1,1,1,0,4,0,2,2
IMAGINEPRO2,,,1,1,1,0,4,0,1,1
lucianacastrolc,,,2,0.6,0.666667,0,112,0,1,1
NoRevolucion1,,,21,0.096677,0.121084,0,181,0,2,2
Mari_RJHer,,,17,0.117344,0.137631,0,112,0,1,1
nestor71424742,,,2,0.666667,0.75,0,4,0,1,1
ChessPMRJ,,,5,0.346154,0.42963,0,181,0,1,1
izquierdo75,,,1,1,1,0,4,0,1,1
IsmaelJ64748508,,,1,1,1,0,4,0,1,1
estebanchaqui,,,3,0.518519,0.654762,0,137,0,6,6
Joselynnnnnnnn1,,,3,0.5,0.583333,0,181,0,1,1
marisusivr,,,1,1,1,0,4,0,1,1
John34406251,,,23,0.079442,0.094879,0,181,0,2,2
labherreram,,,17,0.130765,0.166862,0,26,0,3,3
Bequi_21,,,23,0.079304,0.092737,0,27,0,1,1
cuenca_rosman,,,14,0.166493,0.220994,0,4,0,5,5
Veromartinezro,,,2,0.555556,0.6,0,3,0,1,1
SusanaFloresN,,,1,1,1,0,4,0,1,1
Diaa395,,,1,1,1,0,4,0,1,1
oscarivanlopezf,,,1,1,1,0,181,0,1,1
StbanAlmeida,,,16,0.124366,0.157777,0,4,0,3,3
josevlopezv,,,2,0.555556,0.6,0,3,0,1,1
NucleoLosRios,,,1,1,1,0,4,0,1,1
mndzclita,,,1,1,1,0,112,0,1,1
diegoferll999,,,16,0.120475,0.15075,0,3,0,6,6
donandr33s,,,2,0.75,0.833333,0,27,0,2,2
david_izurieta,,,3,0.571429,0.708333,0,181,0,2,2
NapilloMora,,,1,1,1,0,27,0,1,1
HannibalLecEcu,,,21,0.093948,0.116952,0,3,0,2,2
patotoledod,,,22,0.085776,0.100644,0,181,0,1,1
mgalindoc18,,,1,1,1,0,279,0,1,1
dario_Davalos40,,,0,0,0,0,279,1,0,1
pvmedinar,,,22,0.086321,0.10604,0,27,0,3,3
RubenAvilaCueva,,,6,0.309859,0.398485,0,4,0,3,3
2Ferroarte,,,15,0.145862,0.184985,0,4,0,6,6
BTatez,,,1,1,1,0,27,0,1,1
monica_aray,,,14,0.169811,0.234923,0,4,0,13,13
trojusta,,,17,0.130604,0.164772,0,4,0,1,1
MiltonC90626185,,,3,0.571429,0.708333,0,181,0,2,2
DianaNaspud,,,18,0.106093,0.128294,0,4,0,6,6
CharlieFer12,,,19,0.119543,0.16768,0,3,0,2,2
PauteSomos,,,1,1,1,0,4,0,1,1
leonorc2106,,,1,1,1,0,4,0,1,1
CaleroCaceres,,,2,0.75,0.833333,0,26,0,2,2
AymacanaLuis,,,17,0.122814,0.14742,0,181,0,2,2
AngelVTierra1,,,17,0.146447,0.214689,0,181,0,28,28
DanielCeli19,,,1,1,1,0,4,0,1,1
Jhonatanzuquil1,,,3,0.521739,0.625,0,181,0,4,4
JOELCF_11,,,1,1,1,0,4,0,2,2
VinicioLopez8,,,1,1,1,0,26,0,2,2
SALD05846150,,,1,1,1,0,27,0,2,2
Lore_Lirium,,,23,0.079304,0.092737,0,27,0,1,1
lunaticaeclipse,,,1,1,1,0,27,0,1,1
christfq,,,23,0.079492,0.094226,0,27,0,2,2
angelbalont,,,22,0.085776,0.100644,0,181,0,1,1
olaoiga,,,1,1,1,0,181,0,1,1
Ramavill88,,,2,0.75,0.833333,0,26,0,2,2
StalinC0306,,,2,0.75,0.833333,0,4,0,2,2
MayraGmezMora1,,,1,1,1,0,181,0,1,1
DanROM2009,,,16,0.136092,0.170559,0,4,0,4,4
criveraz67,,,1,1,1,0,4,0,1,1
frenandocastro,,,17,0.130631,0.165556,0,4,0,2,2
jhetxeberria,,,1,1,1,0,27,0,1,1
jonatitorr,,,22,0.085776,0.100644,0,181,0,1,1
kelly_yajua,,,18,0.105542,0.121979,0,4,0,2,2
El_Conde2016,,,17,0.106762,0.124284,0,9,0,2,2
blasco_p,,,0,0,0,0,9,1,0,1
castillopedrocp,,,18,0.11611,0.139728,0,9,0,1,1
mariangelbuendi,,,1,1,1,0,4,0,2,2
Nathali27873068,,,17,0.108319,0.129277,0,4,0,3,3
DoctorSolomun,,,1,1,1,0,4,0,1,1
jjurado2010,,,23,0.079304,0.092737,0,27,0,1,1
renecillo08,,,1,1,1,0,4,0,1,1
rgoyesch,,,1,1,1,0,4,0,1,1
joseauquilla23,,,1,1,1,0,4,0,1,1
juanpabloldu,,,5,0.346154,0.42963,0,181,0,1,1
Gabo13110835,,,19,0.114976,0.155626,0,112,0,2,2
Fernand20125860,,,1,1,1,0,27,0,1,1
nesmen22,,,2,0.75,0.833333,0,4,0,2,2
ralgcat2,,,17,0.120661,0.162679,0,181,0,17,17
anahiortizcv,,,0,0,0,0,181,1,0,1
rulote72,,,1,1,1,0,27,0,1,1
HernanFrei,,,1,1,1,0,4,0,2,2
Sr_JulioP,,,1,1,1,0,4,0,2,2
exposhowprod,,,1,1,1,0,112,0,1,1
Rocimar20640323,,,14,0.166406,0.219949,0,4,0,4,4
Nikychita,,,23,0.079304,0.092737,0,27,0,1,1
ElizabethBD9,,,14,0.167498,0.224521,0,4,0,6,6
AngelloZambran5,,,22,0.086555,0.105112,0,181,0,2,2
sebaslarco19,,,23,0.07976,0.09827,0,27,0,5,5
Guayos6,,,1,1,1,0,4,0,1,1
carlayanezz,,,3,0.5,0.611111,0,181,0,1,1
sweet_mary22,,,2,0.666667,0.75,0,4,0,1,1
castrogiovacg,,,18,0.116279,0.141707,0,112,0,2,2
juanmoreno25,,,1,1,1,0,280,0,1,1
cromero2930,,,24,0.07383,0.087303,0,27,0,3,3
plagatosufridor,,,22,0.085926,0.102101,0,3,0,1,1
gonzalezelenaeg,,,2,0.6,0.666667,0,112,0,1,1
Donozam,,,1,1,1,0,27,0,1,1
mpinto77,,,1,1,1,0,27,0,1,1
MarthaAndradeG,,,18,0.11611,0.139728,0,9,0,1,1
batsemanate,,,3,0.571429,0.708333,0,181,0,2,2
Alexisfvc,,,20,0.107119,0.140519,0,7,0,3,3
RomaResistencia,,,16,0.124366,0.157777,0,4,0,3,3
BarceYankee,,,1,1,1,0,181,0,1,1
jordanacede,,,3,0.444444,0.541667,0,181,0,1,1
damifnp,,,3,0.444444,0.541667,0,181,0,1,1
HarryUria,,,23,0.079304,0.092737,0,27,0,1,1
vamutro9,,,1,1,1,0,181,0,1,1
Karina47066694,,,1,1,1,0,4,0,1,1
TeowaldoM,,,23,0.079304,0.092737,0,27,0,1,1
stephaniaT2018,,,17,0.108282,0.128232,0,4,0,2,2
divalanegra,,,17,0.130631,0.165556,0,26,0,2,2
xaviernievez,,,1,1,1,0,181,0,1,1
rodriguezcheri,,,1,1,1,0,264,0,1,1
GALVEDER,,,1,1,1,0,4,0,2,2
Cynthia33826839,,,3,0.444444,0.541667,0,181,0,1,1
visamonbo,,,1,1,1,0,4,0,1,1
napobtz,,,1,1,1,0,27,0,1,1
Ecualenin,,,14,0.16456,0.217284,0,4,0,6,6
MonchoRiva,,,17,0.130818,0.168638,0,4,0,5,5
aortzmend,,,2,0.75,0.833333,0,181,0,2,2
DiegoRuzzarin,,,0,0,0,0,181,1,0,1
jotaccruz14,,,23,0.079304,0.092737,0,27,0,1,1
JoselitoCasqui1,,,14,0.163716,0.2101,0,4,0,1,1
jmoravega,,,3,0.5,0.611111,0,181,0,1,1
carlosvilela79,,,1,1,1,0,181,0,1,1
normaisabelsa,,,1,1,1,0,3,0,3,3
elizfal77,,,1,1,1,0,3,0,1,1
Maggie053929101,,,1,1,1,0,27,0,1,1
baiespinoza,,,1,1,1,0,27,0,1,1
helderesc,,,1,1,1,0,27,0,1,1
fghq1984,,,1,1,1,0,4,0,1,1
MarcoRiofrio4,,,1,1,1,0,4,0,2,2
KathiaJaramillo,,,1,1,1,0,7,0,1,1
lamilla_martin,,,18,0.12319,0.158779,0,4,0,5,5
efujefuj,,,1,1,1,0,4,0,2,2
carlosivan65,,,22,0.086945,0.110877,0,181,0,6,6
angel_anrojaen,,,19,0.105168,0.123901,0,4,0,1,1
Bumblebee_dzeko,,,22,0.085776,0.100644,0,181,0,1,1
lilianaPesante4,,,1,1,1,0,27,0,1,1
CARMENCORINASA1,,,16,0.124488,0.159814,0,4,0,5,5
MarieluP28,,,21,0.096605,0.119788,0,181,0,1,1
jimmyfmh,,,1,1,1,0,27,0,1,1
alejodguio,,,1,1,1,0,4,0,1,1
senor_sapiens,,,22,0.085926,0.102101,0,3,0,1,1
AndrsE94315518,,,2,0.666667,0.75,0,181,0,1,1
aperalta_7,,,22,0.086235,0.106271,0,2,0,4,4
lacentralec,,,0,0,0,0,2,2,0,2
eclipse_rey,,,1,1,1,0,4,0,1,1
xaguim,,,26,0.065991,0.081235,0,3,0,3,3
MercedesBarrig4,,,23,0.079304,0.092737,0,27,0,1,1
BubblesTeaShop1,,,23,0.079304,0.092737,0,27,0,1,1
IntriagoB,,,1,1,1,0,162,0,1,1
Rigober33944792,,,1,1,1,0,4,0,2,2
VitorioTM,,,17,0.130631,0.165556,0,4,0,2,2
gabbygarcia90,,,2,0.666667,0.75,0,181,0,1,1
JesusMa19013191,,,23,0.079304,0.092737,0,27,0,1,1
teresabolanios,,,18,0.116959,0.144226,0,9,0,3,3
FVieri1,,,1,1,1,0,4,0,1,1
DVicentico,,,23,0.079617,0.095163,0,181,0,2,2
Chavi_13,,,1,1,1,0,137,0,2,2
blancaperez1969,,,2,0.666667,0.75,0,4,0,1,1
dieseb9,,,5,0.392857,0.533333,0,181,0,3,3
Paquico74,,,0,0,0,0,181,1,0,1
vickylucin,,,1,1,1,0,4,0,1,1
viche_caminante,,,1,1,1,0,4,0,1,1
CarlosNavarroC2,,,3,0.571429,0.708333,0,27,0,2,2
Christi32921907,,,21,0.10287,0.131103,0,7,0,2,2
Mnarvaez1602,,,21,0.096605,0.119788,0,181,0,1,1
MendozaJose0,,,1,1,1,0,112,0,1,1
Chipi_Wzs,,,17,0.130631,0.165556,0,4,0,2,2
CamilaA11627168,,,16,0.119297,0.144788,0,4,0,3,3
Fabitorio,,,23,0.07972,0.097013,0,27,0,2,2
santiag44201447,,,17,0.130631,0.165556,0,4,0,2,2
Pettergiover,,,17,0.135976,0.179118,0,4,0,4,4
JorandJordan,,,1,1,1,0,181,0,1,1
Juan40298631,,,19,0.106236,0.131651,0,27,0,1,1
Balzajq,,,1,1,1,0,264,0,1,1
JuanVas97944063,,,1,1,1,0,4,0,2,2
GiseCapello,,,1,1,1,0,27,0,1,1
PilarPolanco12,,,1,1,1,0,4,0,1,1
htrivino8,,,1,1,1,0,7,0,1,1
Kike_Guzman_cbr,,,1,1,1,0,27,0,2,2
Pillaraco,,,1,1,1,0,4,0,3,3
malalavelasquez,,,1,1,1,0,7,0,1,1
GezuDiaz,,,1,1,1,0,27,0,2,2
baipoch,,,2,0.666667,0.75,0,4,0,1,1
VANEGYE,,,19,0.11952,0.166897,0,7,0,1,1
CazorlaRopero,,,2,0.777778,0.857143,0,281,0,5,5
MingoT_80,,,1,1,1,10,281,5,6,11
sergiorosado6,,,0,0,0,0,281,6,0,6
Abengoa,,,0,0,0,0,281,6,0,6
abengoashares,,,0,0,0,0,281,6,0,6
TrabajadoresAbg,,,0,0,0,0,281,6,0,6
santiagomoskera,,,22,0.085972,0.102624,0,7,0,1,1
JUANABRAHAMJAR2,,,18,0.105524,0.121196,0,4,0,1,1
niyantona,,,1,1,1,0,4,0,2,2
Blue40Betty,,,14,0.165499,0.218034,0,4,0,4,4
soledad3s,,,20,0.106939,0.137472,0,4,0,1,1
Jesus67msr,,,2,0.6,0.666667,0,112,0,1,1
CisneGu,,,1,1,1,0,27,0,1,1
ParodiRicardo,,,17,0.106493,0.123248,0,4,0,1,1
dariman,,,18,0.121297,0.162893,0,27,0,6,6
dude_ec,,,0,0,0,0,27,1,0,1
MarthaMchc,,,15,0.15974,0.201417,0,26,0,5,5
FABRI10_J,,,1,1,1,0,181,0,1,1
igpara,,,6,0.328571,0.430435,0,4,0,4,4
FraSanchezDH,,,22,0.085972,0.102624,0,7,0,1,1
XavierFreire17,,,23,0.079617,0.095163,0,181,0,2,2
Virginianp15,,,1,1,1,0,27,0,1,1
solemoran05,,,21,0.097256,0.125397,0,56,0,5,5
JamesBo10547543,,,0,0,0,0,56,1,0,1
Eduartw,,,0,0,0,0,56,1,0,1
TajiriSergio,,,1,1,1,0,4,0,1,1
MiguelZamoraE,,,1,1,1,0,4,0,1,1
rosendzc,,,1,1,1,0,112,0,1,1
aaln_aegl,,,1,1,1,0,4,0,2,2
uioJose,,,1,1,1,0,27,0,2,2
ClaudioLuna13,,,17,0.106511,0.124032,0,4,0,2,2
MARISOL78597138,,,1,1,1,0,264,0,1,1
DorisCaldern9,,,1,1,1,0,112,0,1,1
fer_alvarez66,,,1,1,1,0,4,0,1,1
irlanda_302,,,14,0.148545,0.181885,0,4,0,1,1
HugoCabogana,,,2,0.75,0.833333,0,4,0,2,2
luisangelmassuh,,,1,1,1,0,181,0,1,1
michellrang5,,,3,0.444444,0.541667,0,181,0,1,1
JuanKMcDuck,,,23,0.079304,0.092737,0,27,0,1,1
paulinacoronel,,,23,0.079304,0.092737,0,27,0,1,1
danielipiales5,,,1,1,1,0,4,0,3,3
LuisRod59396633,,,1,1,1,0,27,0,1,1
marbolbrito,,,15,0.155724,0.201083,0,4,0,7,7
Leandrovaca_,,,2,0.75,0.833333,0,4,0,2,2
CispFalcon,,,1,1,1,0,4,0,1,1
archufin,,,1,1,1,0,4,0,1,1
FrancoPF,,,2,0.75,0.833333,0,26,0,2,2
hugocubillo,,,21,0.096605,0.119788,0,181,0,1,1
CRCBelgica,,,17,0.113382,0.14562,0,4,0,5,5
Lleragonzalez,,,1,1,1,0,4,0,1,1
mjtorresh,,,1,1,1,0,181,0,1,1
cataisidoro,,,22,0.085776,0.100644,0,181,0,1,1
marcedelpozo2,,,16,0.147583,0.192099,0,4,0,4,4
davfdg95,,,23,0.079304,0.092737,0,27,0,1,1
oceanXsurf,,,2,0.666667,0.75,0,4,0,1,1
diegocabrera89,,,1,1,1,0,181,0,2,2
ginachv2,,,14,0.149765,0.190073,0,4,0,6,6
MaraLop15615701,,,1,1,1,0,112,0,1,1
procel_patricio,,,1,1,1,0,7,0,1,1
gaby__guerrero,,,1,1,1,0,27,0,1,1
cpaliz35,,,20,0.103487,0.132782,0,26,0,2,2
Mercedesbermeo5,,,6,0.30137,0.368182,0,4,0,2,2
iguanaanaugi,,,14,0.164433,0.216108,0,4,0,5,5
SantiagoGuamn5,,,1,1,1,0,181,0,1,1
OrnelasFJose,,,1,1,1,0,4,0,1,1
molotovrichie,,,14,0.166406,0.219949,0,4,0,4,4
strategos82,,,1,1,1,0,2,1,1,2
Pensamientomio1,,,1,1,1,0,4,0,1,1
NANDOSP15,,,1,1,1,0,4,0,1,1
mayfevivanco,,,2,0.6,0.666667,0,112,0,1,1
LeonorRaffo,,,1,1,1,0,4,0,1,1
JoeLu89983357,,,4,0.428571,0.516667,0,26,0,3,3
floralba1965,,,17,0.132228,0.174219,0,4,0,7,7
ManuelA42288192,,,1,1,1,0,4,0,1,1
red_atheart77,,,23,0.079304,0.092737,0,27,0,1,1
Yeltcas1,,,21,0.096605,0.119788,0,181,0,1,1
esan7735,,,1,1,1,0,4,0,1,1
maryumelgar,,,1,1,1,0,26,0,2,2
_Marco_xa,,,21,0.096605,0.119788,0,181,0,1,1
Isabell71980685,,,18,0.11681,0.143947,0,9,0,4,4
teffyalvarez,,,1,1,1,0,282,0,1,1
KevinPaulMedina,,,0,0,0,0,282,1,0,1
Isaias09649486,,,1,1,1,0,9,0,1,1
jcristhinajc,,,17,0.117344,0.137631,0,112,0,1,1
espinoza0301,,,1,1,1,0,181,0,4,4
diantino,,,1,1,1,0,181,0,1,1
LauriceSalem,,,1,1,1,0,27,0,1,1
qwalter31,,,16,0.138829,0.182125,0,4,0,8,8
JOTACEY,,,16,0.114819,0.129816,0,29,0,1,1
EdisonGavilnez3,,,2,0.666667,0.75,0,4,0,1,1
RougeComuna,,,23,0.079304,0.092737,0,27,0,1,1
Estebanldus,,,5,0.346154,0.42963,0,181,0,1,1
leger44208911,,,5,0.346154,0.42963,0,181,0,1,1
PUCE_Ecuador,,,0,0,0,0,9,1,0,1
visionquito,,,0,0,0,0,9,1,0,1
javellan69,,,2,0.8,0.875,0,4,0,3,3
FrancisGarrid96,,,23,0.079492,0.094226,0,27,0,2,2
OmarMarceloMan5,,,17,0.130899,0.168153,0,4,0,4,4
DoloresMoral,,,1,1,1,0,27,0,1,1
RosaYae49661856,,,1,1,1,0,27,0,1,1
wxjotalm,,,17,0.130631,0.165556,0,4,0,2,2
EmilioCrdova6,,,21,0.096605,0.119788,0,181,0,1,1
byronalmeidac,,,14,0.164264,0.214018,0,4,0,3,3
Marbembcd,,,1,1,1,0,9,0,2,2
boosmaster4,,,14,0.168249,0.228439,0,4,0,7,7
mercedesduart90,,,2,0.666667,0.75,0,4,0,1,1
m_car90,,,17,0.130631,0.165556,0,4,0,2,2
sc339354,,,22,0.090961,0.118932,0,4,0,7,7
Ashco121,,,6,0.318841,0.404545,17.5,4,1,3,4
JuliaRi21833641,,,14,0.16393,0.211336,0,181,0,2,2
BOLANOS86,,,1,1,1,0,4,0,1,1
Maradel24354358,,,1,1,1,0,231,0,1,1
mauro_chicaiza,,,1,1,1,0,4,0,1,1
adrireyesc88,,,1,1,1,0,4,0,1,1
rosero_dr,,,16,0.149859,0.206505,0,4,0,12,12
AmyPeraltaNine9,,,21,0.096605,0.119788,0,181,0,1,1
munoz_pietro,,,22,0.086356,0.106354,0,27,0,2,2
JaraGaldeman,,,2,0.75,0.833333,0,26,0,2,2
britt_gif,,,3,0.545455,0.694444,0,181,0,3,3
AndresAV26,,,21,0.096779,0.121847,0,181,0,2,2
caminantealfa,,,20,0.108053,0.142396,0,181,0,1,1
EuAvVit,,,1,1,1,0,283,0,1,1
AdrianGonzalezF,,,0,0,0,0,283,1,0,1
silviromero8,,,1,1,1,0,112,0,1,1
Shima28075,,,1,1,1,0,4,0,1,1
donvillaec,,,2,0.75,0.833333,0,4,0,2,2
jamiladas_88,,,5,0.346154,0.42963,0,181,0,1,1
GerardBigPlus1,,,1,1,1,0,4,0,2,2
fxcevallos,,,1,1,1,0,27,0,1,1
JavierP15224659,,,2,0.6,0.666667,0,29,0,1,1
masho731,,,1,1,1,0,137,0,1,1
JimmyRo75784294,,,1,1,1,0,4,0,2,2
MonikVillegasH,,,19,0.119543,0.16768,0,3,0,2,2
LETICIA777,,,1,1,1,0,181,0,1,1
sanpruiz,,,1,1,1,0,27,0,1,1
carlaaaaaaa__,,,20,0.108053,0.142396,0,181,0,1,1
JorgeGar1996,,,21,0.096706,0.121149,0,27,0,2,2
Washing19114826,,,18,0.114153,0.144087,0,4,0,5,5
marina86ro,,,1,1,1,0,4,0,1,1
marthateresa,,,1,1,1,0,3,0,2,2
Cristhian_SON,,,20,0.109806,0.150075,0,181,0,2,2
Theleadsoldier,,,14,0.149205,0.182654,0,7,0,1,1
jasbelymero,,,1,1,1,0,112,0,1,1
