Source,Target,Type,Id,Label,timeset,Weight
resteban89,yali_loaiza,Directed,43434,,,1
resteban89,ecuarauz,Directed,43435,,,1
TheSheriff88,artumoscoso,Directed,43436,,,1
TheSheriff88,JJOLMEDO_,Directed,43437,,,1
TheSheriff88,inxsedd,Directed,43438,,,1
TheSheriff88,AndresVergara,Directed,43439,,,1
TheSheriff88,dieguitocazar,Directed,43440,,,1
LorenaIiguez18,inxsedd,Directed,43441,,,1
georgiacedeno,Monchiito_,Directed,43442,,,1
FernandoReyes_T,kariae95,Directed,43443,,,1
FernandoReyes_T,flynn_and_clu,Directed,43444,,,1
shakespearepg,MariaBelenArro1,Directed,43445,,,1
shakespearepg,yakuperezg,Directed,43446,,,1
DennysSalmeron,ecuarauz,Directed,43447,,,1
Velastegui7183,PublicPolicyIQ,Directed,43448,,,1
mercycaseres,marcelaguinaga,Directed,43449,,,1
LaDonia593,IsmaelUlloaEc,Directed,43450,,,1
RamiroXavierTer,IsmaelUlloaEc,Directed,43451,,,1
GleMunoz,geor_kosmic,Directed,43452,,,1
RedComunic_EC,IsmaelUlloaEc,Directed,43453,,,2
DONVALLA,MaxTVonline_EC,Directed,43455,,,1
DONVALLA,RebecaMorla,Directed,43456,,,1
JDMirandaR1978,cardenisab,Directed,43457,,,1
JulinAl06122107,johnojedach47,Directed,43458,,,1
SebasPalacios26,mariasolborja,Directed,43459,,,1
Xime_Q,ClaudiaRoura,Directed,43460,,,1
DiegolOrion18,dayannamonroy,Directed,43461,,,1
Daniimonse96,drjorben53,Directed,43462,,,1
luisespin07,mariasolborja,Directed,43463,,,1
28NenitaAS,aljoanm_,Directed,43464,,,1
28NenitaAS,DianaSierra_2,Directed,43465,,,1
28NenitaAS,ecuarauz,Directed,43466,,,1
28NenitaAS,juanfervelasco,Directed,43467,,,1
Erikivan10,Guayaco__2020,Directed,43468,,,1
bianfa55,allexkiips,Directed,43469,,,1
Anapatf,MaxTVonline_EC,Directed,43470,,,1
Anapatf,RebecaMorla,Directed,43471,,,1
Cfran72,Monchiito_,Directed,43472,,,1
IsaPatinoS,inxsedd,Directed,43473,,,1
IsaPatinoS,LassoGuillermo,Directed,43474,,,1
IsaPatinoS,juanfervelasco,Directed,43475,,,1
nandoguadalupe,iandrade82,Directed,43476,,,1
iamgabrielruiz,shesval_,Directed,43477,,,1
iamgabrielruiz,inxsedd,Directed,43478,,,1
DaniisSaltos,sito_mon,Directed,43479,,,1
DaniisSaltos,Melicruza,Directed,43480,,,1
JosPaladines4,IsmaelUlloaEc,Directed,43481,,,1
JosPaladines4,ArauzRabascall,Directed,43482,,,1
JosPaladines4,ecuarauz,Directed,43483,,,1
GlendaLema2,thenatural_ab,Directed,43484,,,1
GlendaLema2,sebas_po94,Directed,43485,,,1
GlendaLema2,erijaguilar,Directed,43486,,,1
GlendaLema2,Danielbermeo,Directed,43487,,,1
GlendaLema2,pedrosan_15,Directed,43488,,,1
EAAlvarezB1,asdp250,Directed,43489,,,1
EAAlvarezB1,juanfervelasco,Directed,43490,,,2
EAAlvarezB1,ecuarauz,Directed,43491,,,1
EAAlvarezB1,yakuperezg,Directed,43492,,,1
TiagoNihil,mariasolborja,Directed,43494,,,1
AMARARTE,mariasolborja,Directed,43495,,,1
EspecialistaEc,EspecialistaEc,Directed,43496,,,1
EspecialistaEc,ecuarauz,Directed,43497,,,1
EspecialistaEc,MashiRafael,Directed,43498,,,1
arq_tectura,yakuperezg,Directed,43499,,,1
ferrivper,ACampanaRemache,Directed,43500,,,1
ferrivper,christianzr,Directed,43501,,,1
ferrivper,ecuarauz,Directed,43502,,,1
kevasovi,Giseoficial,Directed,43503,,,1
FaustitoRoman,Cheveniko,Directed,43504,,,1
paul_chaug,DateQuiteno,Directed,43505,,,2
paul_chaug,ecuarauz,Directed,43507,,,1
delsan_26,juanfranrueda_,Directed,43508,,,1
stefasanz,Monchiito_,Directed,43509,,,1
efrenbaquerizo,yakuperezg,Directed,43510,,,1
JJRochaE,ecuarauz,Directed,43511,,,1
Isahdeleon,mariasolborja,Directed,43512,,,1
kaatthie,Guayaco__2020,Directed,43513,,,1
gachitib,lahoraecuador,Directed,43514,,,1
gachitib,yakuperezg,Directed,43515,,,1
franklinarriaga,Johanx42,Directed,43516,,,1
franklinarriaga,ecuarauz,Directed,43517,,,1
franklinarriaga,sincompromisoec,Directed,43518,,,1
CristianSmith93,artumoscoso,Directed,43519,,,1
_Is_Rael_,mariasolborja,Directed,43520,,,1
John_Nelso,Monchiito_,Directed,43521,,,1
Hugo26932923,marcelaguinaga,Directed,43522,,,2
carlosvc1040,mariasolborja,Directed,43524,,,1
richard_quelal,IsmaelUlloaEc,Directed,43525,,,1
richard_quelal,LFMolinaO,Directed,43526,,,1
richard_quelal,yakuperezg,Directed,43527,,,1
richard_quelal,CJudicaturaEc,Directed,43528,,,1
FranciscoYcazaS,Monchiito_,Directed,43529,,,1
emilyxarias,imeliospeach,Directed,43530,,,1
TreintaLa,Don_Muchin,Directed,43531,,,1
TreintaLa,IsmaelUlloaEc,Directed,43532,,,1
JeanPaulo_R,artumoscoso,Directed,43533,,,1
Rodolfin52,JuankECU,Directed,43534,,,1
DLliguicota,RobertoBonafont,Directed,43535,,,1
belen4695,mariasolborja,Directed,43536,,,1
anamariag12_,MashiRafael,Directed,43537,,,1
YoManuFigo,artumoscoso,Directed,43538,,,1
agonzalez0395,artumoscoso,Directed,43539,,,1
Miguel_M_Twitt,el_telegrafo,Directed,43540,,,1
Miguel_M_Twitt,yakuperezg,Directed,43541,,,1
Miguel_M_Twitt,ecuarauz,Directed,43542,,,1
g_byflores,yakuperezg,Directed,43543,,,1
g_byflores,juanfervelasco,Directed,43544,,,1
g_byflores,ecuarauz,Directed,43545,,,1
Paticadelarosa,IsmaelUlloaEc,Directed,43546,,,1
RafaMerCo,dayannamonroy,Directed,43547,,,1
RafaMerCo,Don_Muchin,Directed,43548,,,1
Israel7Calderon,dmoyaec,Directed,43549,,,1
crisdan_castro,DianaSierra_2,Directed,43550,,,1
crisdan_castro,ecuarauz,Directed,43551,,,1
crisdan_castro,juanfervelasco,Directed,43552,,,1
erika_fernanda6,_cluelesschild_,Directed,43553,,,1
josuearboleda,juanfranrueda_,Directed,43554,,,1
gcaamanop,Monchiito_,Directed,43555,,,1
aaronalarcon171,_heyitsdenisse,Directed,43556,,,1
cfmichael,mariasolborja,Directed,43557,,,1
ivan_020,Ferchoff1,Directed,43558,,,1
montufar_pio,ecuarauz,Directed,43559,,,1
montufar_pio,juanfervelasco,Directed,43560,,,1
carolinanoboa1,RafaelBSilvaP,Directed,43561,,,1
Armandocu2013,marcelaguinaga,Directed,43562,,,1
Armandocu2013,DianaSierra_2,Directed,43563,,,1
Armandocu2013,ecuarauz,Directed,43564,,,1
Armandocu2013,juanfervelasco,Directed,43565,,,1
Armandocu2013,IsmaelUlloaEc,Directed,43566,,,1
OliviaRey00,lahistoriaec,Directed,43567,,,1
OliviaRey00,ecuarauz,Directed,43568,,,2
OliviaRey00,DDavidVillamar,Directed,43569,,,1
jacastillo93,mariasolborja,Directed,43571,,,1
adeljar,dane_gallardo,Directed,43572,,,1
johan_estupinan,andres_veloz,Directed,43573,,,1
johan_estupinan,juanfervelasco,Directed,43574,,,1
karisanchezec,GuillermoCeli,Directed,43575,,,3
karisanchezec,verosevillaec,Directed,43577,,,3
Caminantes_Ecu,AlbertoAcostaE,Directed,43581,,,1
marisilv2,yakuperezg,Directed,43582,,,1
papitasycarne,Melicruza,Directed,43583,,,1
SilviaCalvachi,pametroya,Directed,43584,,,1
SilviaCalvachi,yakuperezg,Directed,43585,,,2
CarlosVerareal,MaxTVonline_EC,Directed,43587,,,1
CarlosVerareal,RebecaMorla,Directed,43588,,,1
bibiana_ordonez,Monchiito_,Directed,43589,,,1
eddisson_mendez,cnegobec,Directed,43590,,,1
javiavecillas20,RafaelBSilvaP,Directed,43591,,,1
kristnfz,yakuperezg,Directed,43592,,,1
Alexceva95,RafaelBSilvaP,Directed,43593,,,1
DannySecaira,mariasolborja,Directed,43594,,,1
Melissa82822298,sito_mon,Directed,43595,,,1
Melissa82822298,IsmaelUlloaEc,Directed,43596,,,1
solbrisa3,Guayaco__2020,Directed,43597,,,1
solbrisa3,dieguitocazar,Directed,43598,,,1
PedroBaquerizoS,uees_ec,Directed,43599,,,1
PedroBaquerizoS,andreabernal26,Directed,43600,,,1
ma_azucenaG,YuceOrtiz,Directed,43601,,,1
ma_azucenaG,mariemolia,Directed,43602,,,1
majoseaguilar,erijaguilar,Directed,43603,,,1
cosmos896,dayannamonroy,Directed,43604,,,1
camiloreztrepo,IsmaelUlloaEc,Directed,43605,,,1
JIMIELES,CompromisoRC,Directed,43606,,,1
JIMIELES,ecuarauz,Directed,43607,,,1
Pilahuin,vilmavargasva,Directed,43608,,,1
TommyAlarconBSC,Monchiito_,Directed,43609,,,1
TommyAlarconBSC,MemeBipoIar,Directed,43610,,,1
Williamemd,ALEXANDRAESTELA,Directed,43611,,,1
Williamemd,ecuarauz,Directed,43612,,,3
Williamemd,rabascallcarlos,Directed,43613,,,1
Williamemd,liberjuan,Directed,43614,,,1
Williamemd,DateQuiteno,Directed,43615,,,1
Williamemd,MashiRafael,Directed,43616,,,1
Williamemd,marcelaguinaga,Directed,43617,,,3
Williamemd,JCPC_89,Directed,43618,,,1
Williamemd,Salome181,Directed,43621,,,1
Williamemd,LassoGuillermo,Directed,43622,,,1
Williamemd,radiolacalle,Directed,43623,,,1
gabrielfloresg0,AndresVergara,Directed,43626,,,1
nicollguerrero_,mrjohnkeating,Directed,43627,,,1
nicollguerrero_,ecuarauz,Directed,43628,,,1
nicollguerrero_,EmilyVeraA_,Directed,43629,,,1
nicollguerrero_,MashiRafael,Directed,43630,,,1
nicollguerrero_,marcelaguinaga,Directed,43631,,,1
willowvxnte,ecuarauz,Directed,43632,,,1
ByronRodrigoTro,geovanni_atari,Directed,43633,,,1
ByronRodrigoTro,EstebanNoboaC,Directed,43634,,,1
ByronRodrigoTro,DanteLucif,Directed,43635,,,1
ManzabaE,marcelaguinaga,Directed,43636,,,1
ManzabaE,IsmaelUlloaEc,Directed,43637,,,1
ManzabaE,wilfridolaz,Directed,43638,,,1
ManzabaE,juanfervelasco,Directed,43639,,,1
ManzabaE,ecuarauz,Directed,43640,,,1
Criss_Torres96,yakuperezg,Directed,43641,,,1
maverolv,GabrielaEsPais,Directed,43642,,,1
maverolv,IsmaelUlloaEc,Directed,43643,,,1
maverolv,marcelaguinaga,Directed,43644,,,1
maverolv,ecuarauz,Directed,43645,,,1
GerardoGarnica,barcebyron,Directed,43646,,,1
MaxiTovr,mariasolborja,Directed,43647,,,1
acarohj2,artumoscoso,Directed,43648,,,1
MJGiler,Guayaco__2020,Directed,43649,,,1
MaSolDavila,MaJosefaCoronel,Directed,43650,,,1
AlcoholmanByAD,mariasolborja,Directed,43651,,,1
AlcoholmanByAD,andresneirapp,Directed,43652,,,1
NelsonSalazar90,MaJosefaCoronel,Directed,43653,,,1
OlmedoVive,JJOLMEDO_,Directed,43654,,,1
mafiu11,KleverTorres,Directed,43655,,,1
mafiu11,carlossagnay,Directed,43656,,,1
mafiu11,PaulCarrascoC,Directed,43657,,,1
ceuBEST,Xavier05EM,Directed,43658,,,1
PatoChillogallo,ecuarauz,Directed,43659,,,2
PatoChillogallo,juanfervelasco,Directed,43661,,,1
FatimaQuishpe,mariasolborja,Directed,43662,,,1
FatimaQuishpe,dayannamonroy,Directed,43663,,,1
FatimaQuishpe,rougehead,Directed,43664,,,1
majoscippa,artumoscoso,Directed,43665,,,1
MacaYBeli,sito_mon,Directed,43666,,,1
dianyperezN,GuillermoCeli,Directed,43667,,,3
dianyperezN,verosevillaec,Directed,43669,,,3
dianyperezN,mariocuvi,Directed,43673,,,1
dianyperezN,FiscaliaEcuador,Directed,43674,,,1
CristhianGambo,Monchiito_,Directed,43675,,,1
ANos4a,artumoscoso,Directed,43676,,,1
AdrianCondoy1,dlarreaf,Directed,43677,,,1
AdrianCondoy1,isidroromero_c,Directed,43678,,,1
AdrianCondoy1,ecuarauz,Directed,43679,,,1
fabianfm1,Monchiito_,Directed,43680,,,1
KARIELY84,EstebanOrtizMD,Directed,43681,,,1
m65246093,TheNowhereGirl_,Directed,43682,,,1
jccisneros92,yakuperezg,Directed,43683,,,1
jccisneros92,ecuarauz,Directed,43684,,,1
DianaSotomayorZ,Don_Muchin,Directed,43685,,,1
DianaSotomayorZ,Expresoec,Directed,43686,,,1
Hel_zr,JadyCjam,Directed,43687,,,1
Khabezon,marcelaguinaga,Directed,43688,,,1
LEXGeovanny,ecuarauz,Directed,43689,,,1
Johanx42,ecuarauz,Directed,43690,,,1
soicalapalimac,ecuarauz,Directed,43691,,,1
nromina97,Monchiito_,Directed,43692,,,1
Omar_16nm,MetroEcuador,Directed,43693,,,1
EdgarJacomeT,ecuarauz,Directed,43694,,,1
EdgarJacomeT,juanfervelasco,Directed,43695,,,1
AunJoven,isidroromero_c,Directed,43696,,,1
fembotdistraida,Arauz_Rabascall,Directed,43697,,,1
cchiribogaramos,chrissvid,Directed,43698,,,1
Susyripro,dayannamonroy,Directed,43699,,,1
Susyripro,MaJosefaCoronel,Directed,43700,,,1
DayannaSigcha,yakuperezg,Directed,43701,,,1
jessica25965191,isidroromero_c,Directed,43702,,,1
jessica25965191,miguelpazt,Directed,43703,,,1
jessica25965191,ecuadorprensaec,Directed,43704,,,1
neira_winston,dieguitocazar,Directed,43705,,,1
LA_CelleriMilan,artumoscoso,Directed,43706,,,1
JuridicoSael,el_telegrafo,Directed,43707,,,2
JuridicoSael,yakuperezg,Directed,43708,,,1
JuridicoSael,ecuarauz,Directed,43709,,,1
RebecaLecaro,SaraEspana,Directed,43711,,,1
RebecaLecaro,diegosalgadorib,Directed,43712,,,1
RebecaLecaro,LassoGuillermo,Directed,43713,,,1
vmaigua10,IsmaelUlloaEc,Directed,43714,,,1
Jotathan_c,isidroromero_c,Directed,43715,,,1
tbunces11,Don_Muchin,Directed,43716,,,1
tbunces11,Monchiito_,Directed,43717,,,1
ElizabethMindaA,liberjuan,Directed,43718,,,1
ElizabethMindaA,vilmavargasva,Directed,43719,,,1
ElizabethMindaA,DamarisIntriago,Directed,43720,,,1
fafebres,ecuarauz,Directed,43721,,,1
KhriizAndrez,DianaSierra_2,Directed,43722,,,1
KhriizAndrez,ecuarauz,Directed,43723,,,1
KhriizAndrez,juanfervelasco,Directed,43724,,,1
antonydade,MariaBelenArro1,Directed,43725,,,1
antonydade,yakuperezg,Directed,43726,,,1
RosaSalz19,tctelevision,Directed,43727,,,1
RosaSalz19,BNPeriodismo,Directed,43728,,,1
RosaSalz19,ecuarauz,Directed,43729,,,1
rafaellapazl,juanfervelasco,Directed,43730,,,1
luisesgo,artumoscoso,Directed,43731,,,1
luisesgo,inxsedd,Directed,43732,,,1
andrebernal12,artumoscoso,Directed,43733,,,1
HenryBuenoC,ecuarauz,Directed,43734,,,2
JessedelSaltosM,MajoLoorZ,Directed,43736,,,1
DateQuiteno,ecuarauz,Directed,43737,,,2
DateQuiteno,MashiRafael,Directed,43739,,,1
CarlosBaldaT,ecuarauz,Directed,43740,,,1
CarlosBaldaT,Melicruza,Directed,43741,,,1
Barcesombra,ecuarauz,Directed,43742,,,1
kev_vargasd,jczuritadel8,Directed,43743,,,1
Wik1net,ecuarauz,Directed,43744,,,1
NestorP_21,Monchiito_,Directed,43745,,,1
JovenEstudiant1,MashiRafael,Directed,43746,,,1
DianaSierra_2,ecuarauz,Directed,43747,,,2
DianaSierra_2,marcelaguinaga,Directed,43748,,,1
DianaSierra_2,yakuperezg,Directed,43749,,,1
DianaSierra_2,juanfervelasco,Directed,43751,,,1
jc_noguera,mariasolborja,Directed,43752,,,1
jc_noguera,AndresVergara,Directed,43753,,,1
CarpeDiemPLSD,LaPao_delaVega,Directed,43754,,,1
call__me_dam,pedrosan_15,Directed,43755,,,1
freddybonilla,ChinitaMantilla,Directed,43756,,,1
angelbsc,isidroromero_c,Directed,43757,,,1
angelbsc,marielamona70,Directed,43758,,,1
angelbsc,ecuarauz,Directed,43759,,,2
angelbsc,MashiRafael,Directed,43761,,,1
pa_vale,LoloMino,Directed,43762,,,1
jdall91,Monchiito_,Directed,43763,,,1
impersecuto,RafaelBSilvaP,Directed,43764,,,1
crocktal,yakuperezg,Directed,43765,,,1
crocktal,juanfervelasco,Directed,43766,,,2
crocktal,ecuarauz,Directed,43767,,,2
Robb_1807,marcelaguinaga,Directed,43770,,,1
Robb_1807,ecuarauz,Directed,43771,,,1
Pabliry,Monchiito_,Directed,43772,,,1
sukamonsalve,Monchiito_,Directed,43773,,,1
ledaaaniel,ecuarauz,Directed,43774,,,1
Teresagonza00,CRCMovimientoIb,Directed,43775,,,1
Teresagonza00,ecuarauz,Directed,43776,,,3
Teresagonza00,VillaFernando_,Directed,43777,,,1
Teresagonza00,MashiRafael,Directed,43778,,,1
davidh_7515,Kary_g90,Directed,43781,,,1
yerosata,Jessy49867853,Directed,43782,,,1
ebhl_19,dayannamonroy,Directed,43783,,,1
GaloChiribogaJ1,CEDENMA,Directed,43784,,,2
cespinoza98,marcelaguinaga,Directed,43786,,,1
alejandroolomas,JadyCjam,Directed,43787,,,1
Lolel,yakuperezg,Directed,43788,,,1
Lolel,ecuarauz,Directed,43789,,,1
TvdeEcuador,juanfervelasco,Directed,43790,,,1
TvdeEcuador,yakuperezg,Directed,43791,,,1
ManaiPrado,famunozmino,Directed,43792,,,1
mariateresadum,MariaBelenArro1,Directed,43793,,,1
mariateresadum,yakuperezg,Directed,43794,,,1
Norrin95503871,mariemolia,Directed,43795,,,1
Norrin95503871,Galoenquito,Directed,43796,,,1
joseidm2003,Napaly12,Directed,43797,,,1
kbredmondc,ecuarauz,Directed,43798,,,1
kbredmondc,isidroromero_c,Directed,43799,,,1
GaloFerruzola,LaPosta_Ecu,Directed,43800,,,2
olguitaperaltaa,TheNowhereGirl_,Directed,43802,,,1
jialmalo,ALEXANDRAESTELA,Directed,43803,,,1
jialmalo,ecuarauz,Directed,43804,,,1
jialmalo,rabascallcarlos,Directed,43805,,,1
PabloRa72250374,isidroromero_c,Directed,43806,,,1
PabloRa72250374,ecuarauz,Directed,43807,,,2
esthersita173,ecuarauz,Directed,43809,,,2
polvojaramillo,OlmedoVive,Directed,43811,,,1
polvojaramillo,damzmolina,Directed,43812,,,1
polvojaramillo,Francosetien,Directed,43813,,,1
betoriver90,MenesesJuan,Directed,43814,,,1
MonoMillennial,Monchiito_,Directed,43815,,,1
MonoMillennial,TheNowhereGirl_,Directed,43816,,,1
dlarreaf,isidroromero_c,Directed,43817,,,1
dlarreaf,ecuarauz,Directed,43818,,,1
mserranoduenas,NoMasTernurita,Directed,43819,,,1
Cristin26892305,CompromisoRC,Directed,43820,,,1
Cristin26892305,ecuarauz,Directed,43821,,,1
Cristin26892305,ArauzRabascall,Directed,43822,,,1
Cristin26892305,GabrielaEsPais,Directed,43823,,,1
OmarNavarreteS2,ecuarauz,Directed,43824,,,1
Sg_luisito,Tiguesita,Directed,43825,,,1
JorgeChuquiano,Jessy49867853,Directed,43826,,,1
JorgeChuquiano,ArauzRabascall,Directed,43827,,,1
JorgeChuquiano,amandaasubiar,Directed,43828,,,1
JorgeChuquiano,sagrada_patria,Directed,43829,,,1
daniela_guacho,isidroromero_c,Directed,43830,,,1
chechys,KarliiRR,Directed,43831,,,1
chechys,Gabybuchelip,Directed,43832,,,1
chechys,vlsaaaa,Directed,43833,,,1
chechys,Belliiisima89,Directed,43834,,,2
angelop608,carlosferrin,Directed,43836,,,1
Jeanco1999,isidroromero_c,Directed,43837,,,1
manuelsalgadota,ghidalgoandrade,Directed,43838,,,2
emilia_larco,ecuarauz,Directed,43840,,,1
DavidLedesmaCh,juanfervelasco,Directed,43841,,,1
Rodrigoperiodis,manungovaldez,Directed,43842,,,3
Rodrigoperiodis,loregenoveva,Directed,43843,,,2
Rodrigoperiodis,fabarevaloj,Directed,43844,,,3
Rodrigoperiodis,SoloCuenca,Directed,43845,,,2
Rodrigoperiodis,jennybermeom,Directed,43846,,,1
Rodrigoperiodis,emoscoso73,Directed,43847,,,1
Rodrigoperiodis,AzuTaxi_,Directed,43848,,,2
Rodrigoperiodis,ictocruz,Directed,43849,,,1
Rodrigoperiodis,u2angvila,Directed,43850,,,3
Rodrigoperiodis,pedromal,Directed,43851,,,2
Rodrigoperiodis,ruteandolatino,Directed,43853,,,1
Rodrigoperiodis,malenasofiamf,Directed,43855,,,1
Rodrigoperiodis,jpachecoe,Directed,43862,,,1
JosBurbano,cesarulloa_77,Directed,43865,,,1
adriandeath,ecuarauz,Directed,43866,,,1
luismriverag,ecuarauz,Directed,43867,,,1
LULUALCIVAR,ACampanaRemache,Directed,43868,,,1
JonathanVele,pametroya,Directed,43869,,,1
ana_aguilar99,profeyque,Directed,43870,,,1
adrianariveraec,isidroromero_c,Directed,43871,,,1
Sabrinajime22,Josernandez1,Directed,43872,,,1
Sabrinajime22,ecuarauz,Directed,43873,,,2
Sabrinajime22,MemeBipoIar,Directed,43874,,,1
Sabrinajime22,juanfervelasco,Directed,43875,,,1
Sseph17,radiolacalle,Directed,43877,,,1
jmhers,artumoscoso,Directed,43878,,,2
diego_pozo_,petermoon_ec,Directed,43880,,,1
diego_pozo_,ElBuenLuigi23,Directed,43881,,,1
diego_pozo_,barcebyron,Directed,43882,,,1
ximelizz,mariasolborja,Directed,43883,,,1
ximelizz,CalvasLaurents,Directed,43884,,,1
ximelizz,EstebanNoboaC,Directed,43885,,,1
_mariamssss,ricardoses_,Directed,43886,,,1
jorge_alban,isidroromero_c,Directed,43887,,,1
lunatammynm,KathykDp,Directed,43888,,,1
lunatammynm,SergioJMazure,Directed,43889,,,1
fernhidalgo,isidroromero_c,Directed,43890,,,1
luisalarconcr,juanfervelasco,Directed,43891,,,1
luisalarconcr,ecuarauz,Directed,43892,,,1
luisalarconcr,yakuperezg,Directed,43893,,,1
VeritoRengel,KinttoLucas,Directed,43894,,,1
jorgejack22,isidroromero_c,Directed,43895,,,1
DarwinLen3,CompromisoRC,Directed,43896,,,1
DarwinLen3,ecuarauz,Directed,43897,,,1
DarwinLen3,CViteri_Ecuador,Directed,43898,,,1
elicity_ec,Don_Muchin,Directed,43899,,,1
elicity_ec,Chulla515,Directed,43900,,,1
NubiaVelezEC,GuillermoCeli,Directed,43901,,,1
65_fabin,marcelaguinaga,Directed,43902,,,1
DavidAuquillaa,avilanieto,Directed,43903,,,1
MelissaBravoP,SbastienMlires1,Directed,43904,,,1
dvd_belt,_AstridCabrera_,Directed,43905,,,1
dvd_belt,amandaasubiar,Directed,43906,,,1
dvd_belt,Nicksoad_2804,Directed,43907,,,1
dvd_belt,IsmaelUlloaEc,Directed,43908,,,1
Barden666,el_telegrafo,Directed,43909,,,1
Barden666,yakuperezg,Directed,43910,,,1
Barden666,ecuarauz,Directed,43911,,,1
SebastianMegar,isidroromero_c,Directed,43912,,,1
SebastianMegar,PaulCarrascoC,Directed,43913,,,1
mabelune,artumoscoso,Directed,43914,,,1
rolfiguerraqg,AndresVergara,Directed,43915,,,1
AC_F_DARIO,igordelter,Directed,43916,,,1
AC_F_DARIO,ecuarauz,Directed,43917,,,1
cristhianquione,geovanni_atari,Directed,43918,,,1
cristhianquione,yakuperezg,Directed,43919,,,1
Mimi_CasM,mrjohnkeating,Directed,43920,,,1
majitoaliz,artumoscoso,Directed,43921,,,1
ValdiviezoF,ecuarauz,Directed,43922,,,7
ValdiviezoF,marielamona70,Directed,43923,,,1
ValdiviezoF,groninty,Directed,43924,,,1
ValdiviezoF,LassoGuillermo,Directed,43925,,,1
ValdiviezoF,radiolacalle,Directed,43930,,,1
velez_ab,ecuarauz,Directed,43933,,,3
Mateo95588107,daguito_27,Directed,43936,,,1
PigpenVeint,IsmaelUlloaEc,Directed,43937,,,1
ceo_ajc,yakuperezg,Directed,43938,,,1
felipee19877803,borisestebanbe,Directed,43939,,,1
crisfer0707,Expresoec,Directed,43940,,,1
IvanMoreira21,isidroromero_c,Directed,43941,,,1
PobleteEsteban2,IsmaelUlloaEc,Directed,43942,,,1
PobleteEsteban2,AlbertoAcostaE,Directed,43943,,,1
uncle_bender1,cnegobec,Directed,43944,,,2
LourdesSaay1,Expresoec,Directed,43946,,,1
munviec,JayJayTi,Directed,43947,,,1
munviec,Galoenquito,Directed,43948,,,1
anaistamara,ecuarauz,Directed,43949,,,1
anaistamara,juanfervelasco,Directed,43950,,,1
anaistamara,Galoenquito,Directed,43951,,,1
kevdaniel10,shesval_,Directed,43952,,,1
pichondedino,mariasolborja,Directed,43953,,,1
Rosy473,IsmaelUlloaEc,Directed,43954,,,2
lulajackie11,OlmedoVive,Directed,43956,,,1
MRCEuropa,CompromisoRC,Directed,43957,,,1
MRCEuropa,ecuarauz,Directed,43958,,,2
MRCEuropa,JuventudesRCE,Directed,43959,,,1
Reyesmarg10,Expresoec,Directed,43961,,,1
chulitay,juanfervelasco,Directed,43962,,,1
MarielaChacaOb,CompromisoRC,Directed,43963,,,1
MarielaChacaOb,ecuarauz,Directed,43964,,,1
RosaCasttr,Expresoec,Directed,43965,,,4
RosaCasttr,el_telegrafo,Directed,43967,,,1
RosaCasttr,yakuperezg,Directed,43968,,,1
RosaCasttr,ecuarauz,Directed,43969,,,1
RosaCasttr,SaraEspana,Directed,43970,,,1
patysole,DateQuiteno,Directed,43973,,,1
patysole,ecuarauz,Directed,43974,,,1
isa_m0r,uncamaleonazul,Directed,43975,,,1
isa_m0r,ecuarauz,Directed,43976,,,5
isa_m0r,OvejitaOvejuna,Directed,43977,,,1
isa_m0r,CarlosSarzosa6,Directed,43980,,,1
Daniel_EEMat,amandaasubiar,Directed,43983,,,1
reebe_ca,lebana_14,Directed,43984,,,1
OswaldoVela1,el_telegrafo,Directed,43985,,,1
OswaldoVela1,yakuperezg,Directed,43986,,,1
OswaldoVela1,ecuarauz,Directed,43987,,,1
RitaLaima,el_telegrafo,Directed,43988,,,1
RitaLaima,yakuperezg,Directed,43989,,,1
RitaLaima,ecuarauz,Directed,43990,,,1
XAVIERV78815060,FernandoCasadoG,Directed,43991,,,1
XAVIERV78815060,ecuarauz,Directed,43992,,,3
XAVIERV78815060,NuriaButina,Directed,43993,,,1
XAVIERV78815060,KinttoLucas,Directed,43994,,,1
XAVIERV78815060,AlmaMiaEcu,Directed,43995,,,2
XAVIERV78815060,EcUnidad,Directed,43996,,,1
XAVIERV78815060,Francesco0996,Directed,44000,,,1
JorgeBaqueroR,artumoscoso,Directed,44001,,,1
Caribe05,marcelaguinaga,Directed,44002,,,1
Caribe05,SDegreace,Directed,44003,,,2
Caribe05,ecuarauz,Directed,44004,,,4
Caribe05,elferlopezaires,Directed,44005,,,1
Caribe05,LuisaMaldonadoM,Directed,44009,,,1
LaCarol_M,JF_Nicolalde,Directed,44011,,,1
DonBarra8,cubalondra,Directed,44012,,,1
JulioMo53024848,ecuarauz,Directed,44013,,,1
Jack_vera11,Guayaco__2020,Directed,44014,,,1
vladi_pre,YUPEMO,Directed,44015,,,1
erickavelez,Jorgeulloaaa,Directed,44016,,,1
leninaucatoma,IsmaelUlloaEc,Directed,44017,,,1
angiegomeza,LaTrinqa,Directed,44018,,,1
angiegomeza,JohnMachado86,Directed,44019,,,1
angiegomeza,MarcoNavarroB,Directed,44020,,,1
angiegomeza,avilanieto,Directed,44021,,,1
psico_glmontero,UnoConPierina,Directed,44022,,,1
psico_glmontero,MashiRafael,Directed,44023,,,1
psico_glmontero,cnegobec,Directed,44024,,,1
psico_glmontero,ecuarauz,Directed,44025,,,6
psico_glmontero,VickyDesintonio,Directed,44026,,,2
erikachaconp,yakuperezg,Directed,44033,,,1
NeoDl,ecuarauz,Directed,44034,,,1
